4/29/2015,3.33E-09,4.97E-09
4/30/2015,3.95E-09,5.89E-09
5/1/2015,5.16E-09,7.70E-09
5/2/2015,7.56E-09,1.13E-08
5/3/2015,1.13E-08,1.69E-08
5/4/2015,1.50E-08,2.25E-08
5/5/2015,1.68E-08,2.51E-08
5/6/2015,1.54E-08,2.30E-08
5/7/2015,1.20E-08,1.78E-08
5/8/2015,8.15E-09,1.22E-08
5/9/2015,5.41E-09,8.08E-09
5/10/2015,3.80E-09,5.67E-09
5/11/2015,3.07E-09,4.58E-09
5/12/2015,2.95E-09,4.40E-09
5/13/2015,3.10E-09,4.63E-09
5/14/2015,3.22E-09,4.80E-09
5/15/2015,3.02E-09,4.51E-09
5/16/2015,2.58E-09,3.85E-09
5/17/2015,2.04E-09,3.04E-09
5/18/2015,1.52E-09,2.27E-09
5/19/2015,1.17E-09,1.75E-09
5/20/2015,1.09E-09,1.63E-09
5/21/2015,1.20E-09,1.79E-09
5/22/2015,1.37E-09,2.04E-09
5/23/2015,1.48E-09,2.21E-09
5/24/2015,1.43E-09,2.14E-09
5/25/2015,1.25E-09,1.87E-09
5/26/2015,9.78E-10,1.46E-09
5/27/2015,6.63E-10,9.90E-10
5/28/2015,0,0
5/29/2015,0,0
5/30/2015,0,0
5/31/2015,0,0
6/1/2015,0,0
6/2/2015,0,0
6/3/2015,0,0
6/4/2015,0,0
6/5/2015,0,0
6/6/2015,0,0
6/7/2015,0,0
6/8/2015,0,0
6/9/2015,0,0
6/10/2015,0,0
6/11/2015,0,0
6/12/2015,0,0
6/13/2015,0,0
6/14/2015,0,0
6/15/2015,0,0
6/16/2015,0,0
6/17/2015,0,0
6/18/2015,0,0
6/19/2015,0,0
6/20/2015,0,0
6/21/2015,0,0
6/22/2015,0,0
6/23/2015,0,0
6/24/2015,0,0
6/25/2015,0,0
6/26/2015,0,0
6/27/2015,0,0
6/28/2015,0,0
6/29/2015,0,0
6/30/2015,0,0
7/1/2015,0,0
7/2/2015,0,0
7/3/2015,0,0
7/4/2015,0,0
7/5/2015,0,0
7/6/2015,0,0
7/7/2015,0,0
7/8/2015,0,0
7/9/2015,0,0
7/10/2015,0,0
7/11/2015,0,0
7/12/2015,0,0
7/13/2015,0,0
7/14/2015,0,0
7/15/2015,0,0
7/16/2015,0,0
7/17/2015,0,0
7/18/2015,0,0
7/19/2015,0,0
7/20/2015,0,0
7/21/2015,0,0
7/22/2015,0,0
7/23/2015,0,0
7/24/2015,0,0
7/25/2015,0,0
7/26/2015,0,0
7/27/2015,0,0
7/28/2015,0,0
7/29/2015,0,0
7/30/2015,0,0
7/31/2015,0,0
8/1/2015,0,0
8/2/2015,0,0
8/3/2015,0,0
8/4/2015,0,0
8/5/2015,0,0
8/6/2015,0,0
8/7/2015,0,0
8/8/2015,0,0
8/9/2015,0,0
8/10/2015,0,0
8/11/2015,0,0
8/12/2015,0,0
8/13/2015,0,0
8/14/2015,0,0
8/15/2015,0,0
8/16/2015,0,0
8/17/2015,0,0
8/18/2015,0,0
8/19/2015,0,0
8/20/2015,0,0
8/21/2015,0,0
8/22/2015,0,0
8/23/2015,0,0
8/24/2015,0,0
8/25/2015,0,0
8/26/2015,0,0
8/27/2015,0,0
8/28/2015,0,0
8/29/2015,0,0
8/30/2015,0,0
8/31/2015,0,0
9/1/2015,0,0
