"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end","soilp.1","soilp.2"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.75999123509973,2.74432557355613,15.2005586773157,73.1492719380185,7.75171075481921,0.0669586025178432,"Sine",103.67946443148,35.8417128911242,3753.41613297351,5321.32518342696,4.05459962319583,2.58594586281106,5.08847513934597,1.37984166620299,4.7856139880605,1.97828666772693,3.82395578897558,"true","true",2.23124048858881,0.3108884401822,5.61309266719036,6.96666596718808,1.47717656940222,27.0870338006339,23064.0807523693,14099.4226417036,1.1947018223349,1.1947018223349,2.43166490271688,87.438786146231,0.0951248444616795,9.43515904946253,5.06100257020444,140.55156694958,7.86044552484527,64.6114130318165,4.23364845679607,83.7466288963333,0.498847700888291,72.4208113923669,29.0409526959993,33.123135141097,11.6178850699216,85.448789158836,"07/01/1989","07/01/1989","07/31/1989",1.96324512269348,0.00289335009711795,7.70942145283334,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.96324512269348,1.96324512269348
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.6053210394457,1.68810335360467,19.0634888596833,20.5052258213982,15.4938986720517,0.942410307237878,"Sine",384.853934403509,78.5107008880004,4930.83993960172,991.811883426271,1.46689758542925,7.5176526256837,9.56090341554955,1.0265394160524,9.33326349593699,3.3429921255447,4.31429208954796,"true","true",8.76994477212429,0.846733737391885,8.10445327800699,71.7058511303256,3.68174813501537,67.6688209239985,90988.3335164007,39303.9324559085,12.3418753124541,12.3418753124541,1.13680895138532,71.8786492012441,4.78423707559705,64.6574299433269,3.43761094473302,128.883027413394,5.87394239408895,25.7174699753523,8.00047152338084,121.858781566843,2.91716969129629,50.4628160782158,28.1377014718018,24.7272255737334,6.21387685276568,35.0747150438838,"07/01/1989","07/01/1989","07/31/1989",1.12665769876912,0.00262583966366947,2.43774031149223,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.12665769876912,1.12665769876912
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.48741587810218,2.63933517877012,27.1080524893478,88.676916831173,14.4766129227355,0.628853166010231,"Cosine",60.5899901129305,30.4110635304824,2012.06002025865,5803.65165229887,3.42123565543443,5.67579873371869,7.75405173422769,2.44753641309217,0.117951966822147,4.64179035741836,0.249659291002899,"true","true",3.29384369961917,0.0295498894320335,9.47590515320189,30.8003959548855,1.66508703865111,38.8590899781207,1482.71175866419,26006.658147465,12.818252726295,12.818252726295,0.981412034481764,27.5946428067982,5.82067525433376,145.358646428213,1.58630814962089,17.7577732829377,2.58472345471382,39.4825235195458,7.52942413904239,59.2834955593571,2.66682138293982,76.8068053200841,24.4089394439943,39.5315459687263,7.27460368722677,86.5323796612211,"07/01/1989","07/01/1989","07/31/1989",1.58677771384828,0.0103263067423832,5.98340530646965,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.58677771384828,1.58677771384828
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.27046194765717,2.76199679449201,93.6742909718305,47.108509298414,4.72806443925947,0.150170328561217,"Sine",128.840703750029,11.3213337957859,1766.60289987922,2118.78167169634,4.82643430586904,1.2116254423745,2.65881618950516,0.853169157635421,0.0406794855371118,0.561629950534552,1.18583119823597,"true","true",4.70708857104182,0.561385048691649,9.69284529029392,42.8914949335493,5.90325390920043,74.3313523873326,14329.7762365743,87844.2652966015,2.54096038036514,2.54096038036514,0.920511960983276,56.6743941279128,1.5542404842563,20.0569179025479,2.31291915290058,136.656698235311,6.51768067693338,93.5558188147843,8.59318914152682,111.693967082538,2.35159148136154,45.8893958479166,22.869693769142,32.8381098015234,5.89725736156106,89.6653087344021,"07/01/1989","07/01/1989","07/31/1989",1.02195193339139,0.0028639923564624,8.1284097044263,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.02195193339139,1.02195193339139
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.34274879097939,3.44976316951215,13.2089160149917,89.2887944355607,9.13883833121508,0.0847329089883715,"Cosine",753.579578828067,7.42875635623932,2190.57520378847,7280.4930526996,2.41654045134783,0.0524334120564163,5.0744420196861,0.977412378415465,5.85572734009475,4.93217023089528,0.110400741687045,"true","true",4.65890185534954,0.970096067520091,7.43632696080022,19.488229716379,5.81119168177247,67.7188786392729,63511.6841810788,33002.8846936689,19.6061815539375,19.6061815539375,3.74440346192569,41.0611459286883,1.75460823392496,113.025667075999,5.53015677491203,33.7793806102127,4.44966739909723,59.2517000064254,9.30966634587385,114.265113491565,1.36826507211663,28.485250249505,29.0073848241009,8.14364596921951,5.72410458698869,91.1624271166511,"07/01/1989","07/01/1989","07/31/1989",1.16925318981521,0.00604503864375874,2.58330414886586,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.16925318981521,1.16925318981521
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.51546023692936,2.691729798913,61.4388802787289,43.2572559686378,11.583622565493,0.36441782140173,"Cosine",395.380250876769,95.5214916262776,5732.0022195112,2266.48040909786,2.07588207628578,7.02964017167687,2.15118900174275,1.46141130826436,2.10389574524015,5.35588323837146,4.03692601132207,"true","true",7.36943973600864,0.242380111444276,9.47840727074072,78.5279547624623,4.31510198488832,7.9626294585166,48574.4954289608,17393.6450042322,19.398065410601,19.398065410601,1.90959752723575,36.7835514945909,5.46424251515418,53.1448040041141,2.77926269872114,130.605066404678,6.12390440497547,80.4428195953369,7.14716733589303,134.281327426434,2.4455204217229,65.176574587822,14.1299720145762,28.039438681677,11.0440135598183,65.9212836646475,"07/01/1989","07/01/1989","07/31/1989",1.55455600400455,0.0126119018734898,3.3671232687775,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.55455600400455,1.55455600400455
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.81450761854649,4.46118335053325,73.1823674868792,76.9508239347488,12.762955699116,0.773621792439371,"Exponential",669.590044533834,23.8922709133476,7058.35236483254,549.805463827215,2.84049542900175,1.35358899598941,6.64863252313808,1.0987526201643,8.16238032886758,8.40880202595145,0.409833431476727,"true","true",2.31621381826699,0.27137709690351,6.59322751592845,63.9621693707346,7.95372733473778,79.4811710449415,93967.5107344367,66877.4797850375,24.6405498363776,24.6405498363776,1.26209806092083,78.9652868174016,4.24745785072446,15.6782271922566,3.32538100657985,29.1910227038898,6.52724840566516,75.3671165369451,6.40457192468457,70.219531301409,2.8378835383337,84.7441121935844,12.2815420525149,45.0679427487776,8.92033581715077,54.7280650190078,"07/01/1989","07/01/1989","07/31/1989",1.92470476706512,0.00978694592393003,7.02100172871724,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.92470476706512,1.92470476706512
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.72294010035694,2.0430974457413,91.8552519986406,22.4938571918756,8.49802098236978,0.718915099743754,"Polynomial",29.6671737451106,27.2953329840675,4217.61144141201,1755.65696279518,3.63626514561474,8.53740433929488,7.96397486701608,2.8714194369968,3.81405741441995,6.95963538018987,1.75900232978165,"true","true",2.74586708471179,0.611026607523672,6.92352741793729,34.0010856651079,3.57429124973714,11.0825788724115,84833.4318059478,25305.4842439259,11.4591166040162,11.4591166040162,1.60866759717464,10.8962900936604,0.671661479864269,122.712918987963,3.26939265523106,91.6469697025605,7.74770387429744,85.6001815013587,9.45188364926726,55.1322478335351,0.931785895954818,96.5862792916596,20.7644644947723,29.239215599373,13.6221873676404,79.6595818037167,"07/01/1989","07/01/1989","07/31/1989",1.19142244034447,0.00364081262564287,8.09932422591373,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.19142244034447,1.19142244034447
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.28006320074201,3.41005201358348,40.2963986853138,92.0537183526903,6.93788850493729,0.279532105429098,"Sine",270.96601924859,83.6829449050128,3514.72062533721,2653.48734564614,4.44499587174505,4.70335792051628,9.25901250215247,4.46858479175717,7.64736041426659,9.9467061413452,3.26590726734139,"true","true",2.7587965708226,0.229185596246272,2.77826497447677,92.9335833534875,1.529520643875,34.7378264453823,97306.9593675091,9344.78138827905,13.0401053379523,13.0401053379523,3.38494322169572,39.6841091569513,3.46757021220401,127.100074861664,4.83791413391009,128.407601325307,2.56624502809718,69.3817452900112,7.43368016397581,25.7665477134287,0.762442220002413,99.2322654463351,26.9301279005595,43.6983331330121,10.6791614796966,78.0398115515709,"07/01/1989","07/01/1989","07/31/1989",1.01281740539707,0.0196537143916357,3.24975009774789,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.01281740539707,1.01281740539707
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.18811590131372,3.35877579916269,47.762508247979,15.6472023343667,11.9921630695462,0.605350378435105,"Polynomial",217.353682266548,52.1142642013729,6508.87441162486,3065.21287329961,1.96132787130773,3.11868285294622,3.99622534634545,0.1347649411764,0.0103064463473856,0.121507104486227,3.88469320372678,"true","true",6.09266332164407,0.378199857557425,9.86641012621112,57.3432687928379,4.79711078479886,77.4344309683661,91910.3383492873,31332.4010885342,13.5636033598101,13.5636033598101,0.670220617204905,52.7742187026888,1.81535687064752,102.114270266611,4.8260101005435,142.102678329684,5.6049101579003,66.8479286879301,3.07496207738295,118.007315541618,0.640406278660521,28.0023896507919,8.54680387768894,27.9120101770386,10.1990633998066,74.921979336068,"07/01/1989","07/01/1989","07/31/1989",1.58638094435446,0.00619237842201255,9.24267869745381,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.58638094435446,1.58638094435446
